Waterbody,StationDesc,Storet,DateCollected,County,Smplid,AlgalGroup,Genus,Species,Cell Density,Unit Density,Biovolume,Lat,Long
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Chlorophyta,Ankistrodesmus,spiriliformis,20259,327,608,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Bacillariophyceae,Aulacoseira,spp.,1416,363,283,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Cyanobacteria,Chroococcus,spp.,36,36,0,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Prymnesiophyceae,Chrysochromulina,spp.,36,36,19,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Chlorophyta,Coelastrum,spp.,508,73,15,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Cryptophyta,Cryptomonas,spp.,109,109,142,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Cryptophyta,Komma,caudata,545,545,54,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Chrysophyceae,Mallomonas,caudata,73,73,64,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Chlorophyta,Pandorina,morum,871,36,156,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Cyanobacteria,Pseudanabaena,spp.,145,36,1,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Chlorophyta,Scenedesmus,quadricauda,145,36,7,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Bacillariophyceae,Skelotonema,potamos,73,36,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Euglenophyta,Trachelomonas,spp.,36,36,83,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Bacillariophyceae,Undetermined centric,spp.,109,109,15,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,06/12/17,Bertie,11953-2017,Cyanobacteria,Woronichinia,naegeliana,581,36,0,36.04760,-76.69611
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Cyanobacteria,Anabaena,planctonica,289778,10166,28978,36.04445,-76.60207
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Cyanobacteria,Anabaena,spiroides,187828,5035,12209,36.04445,-76.60207
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Chlorophyta,Ankistrodesmus,falcatus,97,97,3,36.04445,-76.60207
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Bacillariophyceae,Aulacoseira,spp.,194,97,39,36.04445,-76.60207
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Cyanobacteria,Chroococcus,spp.,775,97,0,36.04445,-76.60207
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Cyanobacteria,Microcystis,aeruginosa,194,97,6,36.04445,-76.60207
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Bacillariophyceae,Skelotonema,potamos,775,97,46,36.04445,-76.60207
Chowan Bay,Chowan Bay on Chowan River,,06/22/17,CHOWAN,11986-2017,Bacillariophyceae,Undetermined centric,spp.,678,678,95,36.04445,-76.60207
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/22/17,Chowan,11987-2017,Cyanobacteria,Anabaena,planctonica,501762,15830,50176,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/22/17,Chowan,11987-2017,Cyanobacteria,Anabaena,spiroides,57510,1598,3738,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/22/17,Chowan,11987-2017,Bacillariophyceae,Aulacoseira,spp.,290,145,58,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/22/17,Chowan,11987-2017,Bacillariophyceae,Skelotonema,potamos,1452,145,87,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/22/17,Chowan,11987-2017,Bacillariophyceae,Undetermined centric,spp.,290,290,41,36.20983,-76.72677
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Cyanobacteria,Anabaena,planctonica,130318,10263,13032,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Cyanobacteria,Anabaena,spiroides,7358,290,478,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Chlorophyta,Ankistrodesmus,falcatus,387,387,12,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Cyanobacteria,Aphanizomenon,spp.,17815,581,249,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Prymnesiophyceae,Chrysochromulina,spp.,97,97,51,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Cyanobacteria,Microcystis,aeruginosa,5228,290,157,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Cyanobacteria,Pseudanabaena,spp.,387,97,4,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Chlorophyta,Scenedesmus,bijuga,194,97,10,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Chlorophyta,Schroederia,setigera,97,97,2,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Euglenophyta,Trachelomonas,spp.,194,194,446,36.17994,-76.72203
Chowan River,"Chowan River near Rockhock, off Ferry Rd",,07/10/17,CHOWAN,12012-2017,Bacillariophyceae,Undetermined centric,spp.,194,194,27,36.17994,-76.72203
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Cryptophyta,Cryptomonas,spp.,1089,1089,1416,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Chrysophyceae,Dinobryon,spp.,1307,1307,98,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Cryptophyta,Komma,caudata,1198,1198,120,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Cyanobacteria,Pseudanabaena,spp.,290,36,3,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Chlorophyta,Scenedesmus,bijuga,145,36,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Chlorophyta,Selenastrum,spp.,36,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Chlorophyta,Spermatozoopsis,exultans,545,545,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Euglenophyta,Trachelomonas,spp.,109,109,251,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,07/20/17,Chowan,12039-2017,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Cyanobacteria,Anabaena,planctonica,2106,73,211,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chlorophyta,Ankistrodesmus,falcatus,73,73,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Bacillariophyceae,Aulacoseira,spp.,2541,436,508,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chlorophyta,Chlorogonium,spp.,363,363,15,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Prymnesiophyceae,Chrysochromulina,spp.,508,508,266,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chlorophyta,Coelastrum,spp.,1017,218,31,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Cryptophyta,Cryptomonas,spp.,218,218,283,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chrysophyceae,Dinobryon,spp.,73,73,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Ebriidae,Ebria,spp.,73,73,139,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Cryptophyta,Komma,caudata,508,508,51,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chrysophyceae,Mallomonas,caudata,73,73,64,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chlorophyta,Nephroselmis,species,73,73,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Prymnesiophyceae,Pyramimonas,spp.,73,73,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chlorophyta,Scenedesmus,bijuga,581,73,29,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chlorophyta,Schroederia,setigera,73,73,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Chlorophyta,Spermatozoopsis,exultans,73,73,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Euglenophyta,Trachelomonas,spp.,508,508,1168,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/17/17,Chowan,12071-2017,Bacillariophyceae,Undetermined centric,spp.,145,145,20,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Bacillariophyceae,Aulacoseira,spp.,363,145,73,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Bacillariophyceae,Chaetoceros,throndensenii,36,36,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Chrysophyceae,Chattonella,spp.,254,254,798,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Euglenophyta,Eutreptia,spp.,73,73,108,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Pyrrhophyta,Gyrodinium,instriatum,73,73,548,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Raphidophyceae,Heterosigma ,species,145,145,13,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Cryptophyta,Komma,caudata,290,290,29,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Chrysophyceae,Mallomonas,caudata,73,73,64,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Chlorophyta,Nephroselmis,species,363,363,11,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Chlorophyta,Selenastrum,spp.,73,73,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/20/17,Chowan,12133-2017,Euglenophyta,Trachelomonas,spp.,109,109,251,36.20983,-76.72677
Chowan River,Chowan Riv at Whites Landing,,10/16/17,CHOWAN,12222-2017,Cyanobacteria,Anabaena,spiroides,5446,36,354,36.16778,-76.72109
Chowan River,Chowan Riv at Whites Landing,,10/16/17,CHOWAN,12222-2017,Raphidophyceae,Heterosigma ,species,36,36,3,36.16778,-76.72109
Chowan River,Chowan Riv at Whites Landing,,10/16/17,CHOWAN,12222-2017,Cryptophyta,Komma,caudata,109,109,11,36.16778,-76.72109
Chowan River,Chowan Riv at Whites Landing,,10/16/17,CHOWAN,12222-2017,Cyanobacteria,Pseudanabaena,spp.,436,73,4,36.16778,-76.72109
Chowan River,Chowan Riv at Whites Landing,,10/16/17,CHOWAN,12222-2017,Pyrrhophyta,Scrippsiella,trochoidea,436,436,301,36.16778,-76.72109
Chowan River,Chowan Riv at Whites Landing,,10/16/17,CHOWAN,12222-2017,Cryptophyta,Teleaulax,amphioxeia,73,73,15,36.16778,-76.72109
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/25/17,Chowan,12295-2017,Cryptophyta,Cryptomonas,spp.,109,109,142,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/25/17,Chowan,12295-2017,Euglenophyta,Euglena,spp.,36,36,94,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/25/17,Chowan,12295-2017,Cryptophyta,Komma,caudata,218,218,22,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/25/17,Chowan,12295-2017,Chrysophyceae,Mallomonas,caudata,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/25/17,Chowan,12295-2017,Chrysophyceae,Mallomonas,acaroides,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/25/17,Chowan,12295-2017,Chlorophyta,Tetraedron,trigonum,36,36,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/25/17,Chowan,12295-2017,Euglenophyta,Trachelomonas,spp.,36,36,83,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/28/17,Chowan,12330-2017,Cryptophyta,Komma,caudata,1017,1017,102,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/28/17,Chowan,12330-2017,Chrysophyceae,Mallomonas,caudata,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/18/17,Chowan,12363-2017,Chrysophyceae,Mallomonas,caudata,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/18/17,Chowan,12363-2017,Pyrrhophyta,Scrippsiella,trochoidea,36,36,25,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Chlorophyta,Ankistrodesmus,falcatus,182,182,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Chrysophyceae,Apedinella,radians,36,36,6,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Bacillariophyceae,Aulacoseira,spp.,73,36,15,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Cryptophyta,Cryptomonas,spp.,908,908,1180,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Raphidophyceae,Heterosigma ,species,73,73,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Cryptophyta,Komma,caudata,182,182,18,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Chrysophyceae,Mallomonas,akrokomos,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Chrysophyceae,Mallomonas,caudata,73,73,64,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Bacillariophyceae,Navicula,spp.,36,36,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Pyrrhophyta,Prorocentrum,minimum,73,73,34,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Cyanobacteria,Pseudanabaena,spp.,182,36,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Bacillariophyceae,Rhizosolenia,spp.,36,36,4,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Chlorophyta,Selenastrum,spp.,36,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Bacillariophyceae,Synedra,spp.,73,73,6,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Chrysophyceae,Synura,spp.,73,36,29,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Cryptophyta,Teleaulax,amphioxeia,36,36,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/20/18,Chowan,12422-2018,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,03/27/18,Chowan,12456-2018,Chrysophyceae,Mallomonas,caudata,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,03/27/18,Chowan,12456-2018,Euglenophyta,Trachelomonas,spp.,36,36,83,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/10/18,Chowan,12457-2018,Cryptophyta,Cryptomonas,spp.,109,109,142,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/10/18,Chowan,12457-2018,Bacillariophyceae,Undetermined centric,spp.,73,73,10,36.20983,-76.72677
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Cyanobacteria,Anabaena,spiroides,3703,73,241,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Chlorophyta,Chlorogonium,spp.,36,36,1,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Cyanobacteria,Chroococcus,spp.,363,36,0,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Cryptophyta,Cryptomonas,spp.,36,36,47,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Bacillariophyceae,Navicula,spp.,36,36,7,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Chrysophyceae,Paulinella,ovalis,290,290,3,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Pyrrhophyta,Prorocentrum,minimum,36,36,17,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Chlorophyta,Selenastrum,spp.,109,109,1,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Bacillariophyceae,Skelotonema,potamos,290,73,17,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Chlorophyta,Staurastrum,spp.,36,36,0,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Euglenophyta,Trachelomonas,spp.,145,145,334,36.19954,-76.70814
Chowan River,Residential Dock on Chowan Riv,,06/20/18,CHOWAN,12550-2018,Bacillariophyceae,Undetermined centric,spp.,182,182,25,36.19954,-76.70814
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Cyanobacteria,Anabaena,spiroides,103402,5809,6721,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Chlorophyta,Ankistrodesmus,falcatus,290,290,9,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Bacillariophyceae,Aulacoseira,spp.,116,58,23,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Chrysophyceae,Dinobryon,spp.,174,58,13,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Chlorophyta,Kirchneriella,species,116,58,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Chlorophyta,Micractinium,pusillum,174,58,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Cyanobacteria,Polycystis,firma,58788,1336,6,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Chlorophyta,Schroederia,setigera,58,58,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Chlorophyta,Selenastrum,spp.,174,174,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Bacillariophyceae,Skelotonema,potamos,6216,929,373,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Euglenophyta,Trachelomonas,spp.,58,58,133,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,06/25/18,Chowan,12562-2018,Bacillariophyceae,Undetermined centric,spp.,988,988,138,36.20983,-76.72677
Chowan River,Chowan Riv nr Leary Landing,,06/27/18,BERTIE,12572-2018,Cyanobacteria,Anabaena,spiroides,7285595,256569,473564,36.13176,-76.74914
Chowan River,Chowan Riv nr Leary Landing,,06/27/18,BERTIE,12572-2018,Cyanobacteria,Aphanizomenon,spp.,48409,2420,678,36.13176,-76.74914
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Cyanobacteria,Anabaena,spiroides,9367,545,609,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Cyanobacteria,Aphanizomenon,spp.,145,73,2,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Cyanobacteria,Aphanocapsa,delicatissima,1053,73,0,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Cyanobacteria,Aphanothece,saxicola,871,109,2,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Bacillariophyceae,Aulacoseira,spp.,3558,436,712,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Cyanobacteria,Chroococcus,spp.,3558,581,2,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Chlorophyta,Coelastrum,spp.,145,73,4,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Chlorophyta,Cosmarium,spp.,36,36,9,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Cryptophyta,Cryptomonas,spp.,472,472,614,36.19954,-76.71814
Chowan River,Residential Dock on Chowan Riv,,07/19/18,CHOWAN,12580-2018,Chlorophyta,Dictyosphaerium,pulchellum,145,36,4,36.19954,-76.71814
